"redni broj","Vrh","planina ili predeo","NV","SGŠ","IGD","sekcija","napomene"
"1763","Kurtinjaca","Azbukovica Podrinje","1212","44°06,205‘","19°36,643‘","478 3 Valjevo","Zapadna S."
"1764","Crvena stena","Azbukovica Podrinje","1196","44°05,645‘","19°39,246‘","478 3 Valjevo","Zapadna S."
"1765","Crvena stena","Azbukovica Podrinje","1174","44°06,811‘","19°35,744‘","478 3 Valjevo","Zapadna S."
"1766","Rust","Azbukovica Podrinje","1090","44°07,149‘","19°34,376‘","478 3 Valjevo","Zapadna S."
"1767","Stene","Azbukovica Podrinje","1002","44°07,741‘","19°36,655‘","478 3 Valjevo","Zapadna S."
"1768","Tisova glava","Azbukovica, Zarožje","1088","44°07,310‘","19°39,757‘","478 3 Valjevo","Zapadna S."
"1769","Tornicka Bobija","Bobija Orovicka pl.","1272","44°11,801‘","19°33,590‘","478 3 Valjevo","Zapadna S."
"1770","Crni vrh","Bobija Orovicka pl.","1264","44°11,605‘","19°34,337‘","478 3 Valjevo","Zapadna S."
"1771","Opaljena stena","Bobija Orovicka pl.","1156","44°11,209‘","19°35,286‘","478 3 Valjevo","Zapadna S."
"1772","Rilo","Bobija Orovicka pl.","1154","44°10,717‘","19°35,520‘","478 3 Valjevo","Zapadna S."
"1773","Krušik","Bobija Orovicka pl.","1118","44°12,581‘","19°33,326‘","478 3 Valjevo","Zapadna S."
"1774","(Gornja Orahovica)","Bobija Orovicka pl.","1049","44°13,252‘","19°32,382‘","478 3 Valjevo","Zapadna S."
"1775","Crni vrh","Boranja","856","44°22,460‘","19°15,590‘","477 2 Zvornik","Zapadna S."
"1776","Vrletni osojac","Boranja","801","44°23,874‘","19°17,055‘","477 2 Zvornik","Zapadna S."
"1777","Lada","Boranja","730","44°21,394‘","19°11,153‘","477 1 Zvornik","Zapadna S."
"1778","Bobije","Boranja","662","44°22,050‘","19°10,403‘","477 1 Zvornik","Zapadna S."
"1779","Jastrebovac","Boranja","592","44°21,969‘","19°08,980‘","477 1 Zvornik","Zapadna S."
"1780","Kameni šanac","Boranja","591","44°21,707‘","19°08,535‘","477 1 Zvornik","Zapadna S."
"1781","Runjeva glava","Boranja (Mali Zvornik)","524","44°22,589‘","19°08,148‘","477 1 Zvornik","Zapadna S."
"1782","Kosanin grad (Šancine)","Cer","687","44°36,198‘","19°29,925‘","427 4 Bijeljina","Zapadna S."
"1783","Trojanov grad","Cer","607","44°35,288‘","19°31,739‘","428 3 Šabac","Zapadna S."
"1784","Kumovac","Cer","593","44°37,244‘","19°26,049‘","428 4 Bijeljina","Zapadna S."
"1785","Grabovac","Cer","502","44°38,381‘","19°26,627‘","429 4 Bijeljina","Zapadna S."
"1786","Lisina","Crna gora","1126","44°05,888‘","19°44,491‘","478 3 Valjevo","Zapadna S."
"1787","Kik","Crna gora","1045","44°03,476‘","19°41,321‘","478 3 Valjevo","Zapadna S."
"1788","Pliš","Crna gora","1042","44°04,144‘","19°40,639‘","478 3 Valjevo","Zapadna S."
"1789","Šarampov","Crna gora","1038","44°05,014‘","19°40,053‘","478 3 Valjevo","Zapadna S."
"1790","Zvecan","Crna gora","1036","44°05,675‘","19°43,031‘","478 3 Valjevo","Zapadna S."
"1791","Gredina","Crna gora","1003","44°05,290‘","19°46,205‘","478 4 Valjevo","Zapadna S."
"1792","Drenova stena","Crna gora","993","44°04,885‘","19°45,542‘","478 4 Valjevo","Zapadna S."
"1793","Drenovacki kik","Crna gora","946","44°06,835‘","19°52,849‘","478 4 Valjevo","Zapadna S."
"1794","Veliki Subjel","Crna gora","924","44°00,866‘","19°59,302‘","478 4 Valjevo","Zapadna S."
"1795","Cerje","Crna gora","913","44°01,960‘","19°45,364‘","478 4 Valjevo","Zapadna S."
"1796","Rajkovac","Crna gora","856","44°01,954‘","19°44,509‘","478 3 Valjevo","Zapadna S."
"1797","Vis","Crna gora","853","44°05,172‘","19°51,787‘","478 4 Valjevo","Zapadna S."
"1798","Vilino kolo","Crna gora","843","44°04,057‘","19°48,533‘","478 4 Valjevo","Zapadna S."
"1799","Ivancevica","Crna gora","826","44°03,530‘","19°49,531‘","478 4 Valjevo","Zapadna S."
"1800","Kafta","Crna gora","822","44°04,837‘","19°43,167‘","478 3 Valjevo","Zapadna S."
"1801","Karaula","Crna gora","807","44°03,548‘","19°47,750‘","478 4 Valjevo","Zapadna S."
"1802","Cikotska stena","Crna gora","784","44°00,157‘","19°52,013‘","478 4 Valjevo","Zapadna S."
"1803","Jastrebovac","Crna gora","771","44°00,998‘","19°47,508‘","478 4 Valjevo","Zapadna S."
"1804","Suva cesma","Crna gora","712","44°03,421‘","19°53,477‘","478 4 Valjevo","Zapadna S."
"1805","Veliki Glogovac","Crna gora","682","44°02,635‘","19°55,577‘","478 4 Valjevo","Zapadna S."
"1806","Ridovi","Crna gora","651","44°02,880‘","19°54,632‘","478 4 Valjevo","Zapadna S."
"1807","Zajacica","Crna gora?","896","44°00,836‘","20°03,290‘","479 3 Lazarevac","Zapadna S."
"1808","Goleš","Crna gora?","859","44°03,419‘","20°00,005‘","479 3 Lazarevac","Zapadna S."
"1809","Veliko brdo","Crna gora?","818","44°02,268‘","20°00,215‘","479 3 Lazarevac","Zapadna S."
"1810","Šarampov","Crnokosa","809","43°58,038‘","19°55,304‘","528 2 Užice","Zapadna S."
"1811","","Crnokosa","796","43°57,395‘","19°56,551‘","528 2 Užice","Zapadna S."
"1812","Bobija","Crnokosa","777","43°56,473‘","19°57,917‘","528 2 Užice","Zapadna S."
"1813","Kamalj","Crnokosa","765","43°57,150‘","19°57,747‘","528 2 Užice","Zapadna S."
"1814","Mala Crnokosa","Crnokosa","719","43°55,247‘","19°57,281‘","528 2 Užice","Zapadna S."
"1815","Litica","Crnokosa","714","43°55,597‘","19°56,682‘","528 2 Užice","Zapadna S."
"1816","Bobija","Crnokosa","665","43°54,235‘","19°58,950‘","528 2 Užice","Zapadna S."
"1817","Branojevac","Debela gora","791","43°53,226‘","20°10,304‘","529 1 Cacak","Zapadna S."
"1818","Grad","Drmanovina","1022","43°58,832‘","19°50,313‘","528 2 Užice","Zapadna S."
"1819","Rust","Drmanovina","1005","43°59,200‘","19°51,186‘","528 2 Užice","Zapadna S."
"1820","","Drmanovina","925","43°58,573‘","19°49,384‘","528 2 Užice","Zapadna S."
"1821","Smet","Drmanovina","919","43°58,550‘","19°51,295‘","528 2 Užice","Zapadna S."
"1822","","Gojna gora","793","43°59,418‘","20°08,603‘","529 1 Cacak","Zapadna S."
"1823","","Gojna gora","739","43°58,479‘","20°10,337‘","529 1 Cacak","Zapadna S."
"1824","Crni vrh","Gucevo","779","44° 29,311'","19° 10,954'","477 1 Zvornik","Zapadna S."
"1825","","Gucevo","725","44°28,598‘","19°11,744‘","477 1 Zvornik","Zapadna S."
"1826","Kulište","Gucevo","699","44°27,881‘","19°12,927‘","477 1 Zvornik","Zapadna S."
"1827","","Jablanik","1274","44°10,580‘","19°40,321‘","478 3 Valjevo","Zapadna S."
"1828","Košutnja stopa","Jagodnja","939","44°20,629‘","19°17,911‘","477 2 Zvornik","Zapadna S."
"1829","Mackov kamen","Jagodnja","924","44°19,801‘","19°17,875‘","477 2 Zvornik","Zapadna S."
"1830","Perunika","Jagodnja","918","44°19,258‘","19°18,072‘","477 2 Zvornik","Zapadna S."
"1831","Orašac","Jagodnja","825","44°21,436‘","19°16,495‘","477 2 Zvornik","Zapadna S."
"1832","Cavcici","Jagodnja","806","44°19,704‘","19°14,108‘","477 1 Zvornik","Zapadna S."
"1833","Lipnik","Jagodnja","773","44°18,006‘","19°16,934‘","477 2 Zvornik","Zapadna S."
"1834","Bodnjik","Jagodnja","764","44°17,410‘","19°20,165‘","477 2 Zvornik","Zapadna S."
"1835","Mioljaca brdo","Jagodnja","722","44°18,965‘","19°13,602‘","477 1 Zvornik","Zapadna S."
"1836","Goleš","Jagodnja","717","44°18,402‘","19°13,804‘","477 1 Zvornik","Zapadna S."
"1837","Tusto celo","Jagodnja","706","44°18,623‘","19°11,883‘","477 1 Zvornik","Zapadna S."
"1838","Rebelj","Jagodnja","541","44°17,361‘","19°14,299‘","477 1 Zvornik","Zapadna S."
"1839","","Jelova gora (Užice)","1011","43°57,069‘","19°46,778‘","528 2 Užice","Zapadna S."
"1840","Ðakov kamen","Jelova gora (Užice)","1003","43°55,678‘","19°47,351‘","528 2 Užice","Zapadna S."
"1841","","Jelova gora (Užice)","996","43°56,063‘","19°47,351‘","528 2 Užice","Zapadna S."
"1842","","Kablar","889","43°54,773‘","20°11,395‘","529 1 Cacak","Zapadna S."
"1843","","Kablar","885","43°54,751‘","20°11,785‘","529 1 Cacak","Zapadna S."
"1844","Becina glava","Kablar ?","623","43°55,605‘","20°12,599‘","529 1 Cacak","Zapadna S."
"1845","Nemic","ljubovija (Donja Bukovica)","797","44°10,708‘","19°26,355‘","477 4 Zvornik","Zapadna S."
"1846","Bauric grad","ljubovija (Donja Bukovica)","774","44°11,230‘","19°26,654‘","477 4 Zvornik","Zapadna S."
"1847","","Maglješ","1002","44°08,967‘","19°49,382‘","478 4 Valjevo","Zapadna S."
"1848","Kukalj","Maglješ","999","44°08,698‘","19°47,029‘","478 4 Valjevo","Zapadna S."
"1849","Pali","Maglješ (Magleš)","1036","44°08,905‘","19°50,827‘","478 4 Valjevo","Zapadna S."
"1850","Ostreš","Maglješ ?","973","44°08,026‘","19°49,052‘","478 4 Valjevo","Zapadna S."
"1851","Kraljev sto","Maljen","1104","44°07,147‘","20°01,689‘","479 3 Lazarevac","Zapadna S."
"1852","Crni vrh","Maljen","1096","44°05,776‘","20°00,123‘","479 3 Lazarevac","Zapadna S."
"1853","Stražara","Maljen","1061","44°07,137‘","20°00,341‘","479 3 Lazarevac","Zapadna S."
"1854","","Maljen","1042","44°06,468‘","20°02,060‘","479 3 Lazarevac","Zapadna S."
"1855","Velika Pleca (Velika Plec)","Maljen","1037","44°05,985‘","20°01,168‘","479 3 Lazarevac","Zapadna S."
"1856","Veliko brdo","Maljen","1036","40°84,451‘","20°00,895‘","479 3 Lazarevac","Zapadna S."
"1857","Vlasovi","Maljen","1033","44°07,801‘","20°01,964‘","479 3 Lazarevac","Zapadna S."
"1858","Zabalac","Maljen","1011","44°06,971‘","20°02,813‘","479 3 Lazarevac","Zapadna S."
"1859","Osecanska strž.","Maljen","975","44°08,241‘","20°02,282‘","479 3 Lazarevac","Zapadna S."
"1860","Mali Maljen","Maljen","970","44°06,772‘","20°04,391‘","479 3 Lazarevac","Zapadna S."
"1861","Pejar","Maljen","966","44°07,788‘","19°59,616‘","478 4 Valjevo","Zapadna S."
"1862","Blagulja","Maljen","916","44°08,689‘","19°59,437‘","478 4 Valjevo","Zapadna S."
"1863","Kamalj","Maljen","915","44°06,049‘","20°05,263‘","479 3 Lazarevac","Zapadna S."
"1864","Petruškina kosa","Maljen","912","44°06,177‘","20°03,953‘","479 3 Lazarevac","Zapadna S."
"1865","Orlovac","Maljen","862","44°08,998‘","20°01,375‘","479 3 Lazarevac","Zapadna S."
"1866","Goleš","Maljen","859","44°03,422‘","20°00,010‘","479 3 Lazarevac","Zapadna S."
"1867","Mali Maljen","Maljen","853","44°05,297‘","20°04,033‘","479 3 Lazarevac","Zapadna S."
"1868","Golo brdo","Maljen","843","44°05,249‘","20°05,552‘","479 3 Lazarevac","Zapadna S."
"1869","Cukara","Maljen","822","44°07,022‘","20°05,991‘","479 3 Lazarevac","Zapadna S."
"1870","Beli kamen","Maljen","803","44°05,019‘","20°02,634‘","479 3 Lazarevac","Zapadna S."
"1871","Umka","Maljen","801","44°04,585‘","20°05,024‘","479 3 Lazarevac","Zapadna S."
"1872","Klik","Maljen","684","44°09,399‘","20°02,230‘","479 3 Lazarevac","Zapadna S."
"1873","Veliki Klik","Maljen","644","44°08,797‘","20°03,384‘","479 3 Lazarevac","Zapadna S."
"1874","Oglavcic","Maljen (Tometino polje)","740","44°03,317‘","20°05,262‘","479 3 Lazarevac","Zapadna S."
"1875","Oglavak","Maljen (Tometino polje)","716","44°03,346‘","20°06,050‘","479 3 Lazarevac","Zapadna S."
"1876","Vlašic","Maljen (Tometino polje)","716","44°02,790‘","20°04,610‘","479 3 Lazarevac","Zapadna S."
"1877","Golo brdo","Maljen (Tometino polje)","710","44°02,351‘","20°03,241‘","479 3 Lazarevac","Zapadna S."
"1878","Golubac","Maljen Bukovi","1056","44°06,769‘","19°58,781‘","478 4 Valjevo","Zapadna S."
"1879","Paljba","Maljen Bukovi","1051","44°05,831‘","19°58,454‘","478 4 Valjevo","Zapadna S."
"1880","Kozomor","Maljen Bukovi","1007","44°05,403‘","19°57,039‘","478 4 Valjevo","Zapadna S."
"1881","Vuciji mramor","Maljen Bukovi","947","44°05,007‘","19°59,656‘","478 4 Valjevo","Zapadna S."
"1882","Ivlje","Maljen Bukovi","831","44°08,209‘","19°53,562‘","478 4 Valjevo","Zapadna S."
"1883","Bašinac","Maljen Bukovi","821","44°07,255‘","19°55,388‘","478 4 Valjevo","Zapadna S."
"1884","Rior","Maljen Rior","882","44°06,402‘","20°06,647‘","479 3 Lazarevac","Zapadna S."
"1885","Mala Orlovaca","Maljen Rior","797","44°05,939‘","20°07,088‘","479 3 Lazarevac","Zapadna S."
"1886","","Medvednik","1244","44°12,617‘","19°38,495‘","478 3 Valjevo","Zapadna S."
"1887","Miljacki vis","Medvednik","1148","44°11,489‘","19°38,943‘","478 3 Valjevo","Zapadna S."
"1888","Orovica","Orovica (Ovcar banja)","856","43°55,492‘","20°07,645‘","529 1 Cacak","Zapadna S."
"1889","Kulina","Podgorina","989","44°12,048‘","19°39,807‘","478 3 Valjevo","Zapadna S."
"1890","Zadušnice","Podgorina","911","44°09,703‘","19°49,033‘","478 4 Valjevo","Zapadna S."
"1891","Bacevacki vis","Podgorina","891","44°09,642‘","19°56,023‘","478 4 Valjevo","Zapadna S."
"1892","Sama bukva","Podgorina","864","44°09,812‘","19°57,420‘","478 4 Valjevo","Zapadna S."
"1893","Toletina","Podgorina","846","44°12,663‘","19°41,343‘","478 3 Valjevo","Zapadna S."
"1894","Okruglic","Podgorina","799","44°13,564‘","19°41,121‘","478 3 Valjevo","Zapadna S."
"1895","Kik","Podgorina","795","44°11,349‘","19°44,009‘","478 3 Valjevo","Zapadna S."
"1896","Krušanja","Podgorina","749","44°11,868‘","19°43,834‘","478 3 Valjevo","Zapadna S."
"1897","Golo brdo","Podgorina","744","44°10,714‘","19°56,484‘","478 4 Valjevo","Zapadna S."
"1898","Kik","Podgorina","715","44°14,112‘","19°42,091‘","478 3 Valjevo","Zapadna S."
"1899","Medednjaca","Podgorina","702","44°11,449‘","19°47,146‘","478 4 Valjevo","Zapadna S."
"1900","Ravanjska cubrica","Podgorina","692","44°11,122‘","19°54,862‘","478 4 Valjevo","Zapadna S."
"1901","Stevanov krš","Podgorina","682","44°11,291‘","19°48,223‘","478 4 Valjevo","Zapadna S."
"1902","Veliki vrh","Podgorina","646","44°10,092‘","19°53,205‘","478 4 Valjevo","Zapadna S."
"1903","Cebovina","Podgorina","634","44°11,257‘","19°53,642‘","478 4 Valjevo","Zapadna S."
"1904","Cebovina","Podgorina","634","44°11,257‘","19°53,646‘","478 4 Valjevo","Zapadna S."
"1905","Berkovacka glava","Podgorina","632","44°10,769‘","20°08,965‘","479 3 Lazarevac","Zapadna S."
"1906","Bacenac","Podgorina","616","44°10,629‘","20°07,645‘","479 3 Lazarevac","Zapadna S."
"1907","Ravno brdo","Podgorina","610","44°12,405‘","19°47,054‘","478 4 Valjevo","Zapadna S."
"1908","Jankovici ?","Podgorina","603","44°09,885‘","20°06,595‘","479 3 Lazarevac","Zapadna S."
"1909","Visoka","Podgorina","557","44°14,010‘","19°47,263‘","478 4 Valjevo","Zapadna S."
"1910","Vis","Podgorina","557","44°11,531‘","20°11,390‘","479 3 Lazarevac","Zapadna S."
"1911","Mackovica","Podgorina","539","44°12,844‘","19°48,735‘","478 4 Valjevo","Zapadna S."
"1912","Spasojevina","Podgorina","526","44°10,451‘","20°01,182‘","479 3 Lazarevac","Zapadna S."
"1913","Izvršac","Podgorina","526","44°10,816‘","19°59,480‘","478 4 Valjevo","Zapadna S."
"1914","Perunika","Podrinje","902","44°03,789‘","19°39,145‘","478 3 Valjevo","Zapadna S."
"1915","Velika glava","Podrinje","874","44°05,544‘","19°34,661‘","478 3 Valjevo","Zapadna S."
"1916","Colica vis","Podrinje","795","44°00,160‘","19°39,982‘","478 3 Valjevo","Zapadna S."
"1917","Mali Bauric","Podrinje","730","44°11,581‘","19°27,911‘","477 4 Zvornik","Zapadna S."
"1918","Ravno brdo","Podrinje","724","44°06,591‘","19°31,896‘","478 3 Valjevo","Zapadna S."
"1919","Macornica","Podrinje","704","44°01,168‘","19°38,948‘","478 3 Valjevo","Zapadna S."
"1920","Gradina","Podrinje","586","44°03,668‘","19°37,596‘","478 3 Valjevo","Zapadna S."
"1921","Mali Stoviš","Podrinje","563","44°16,581‘","19°15,888‘","477 2 Zvornik","Zapadna S."
"1922","Mali Povlen","Povlen","1347","44°07,832‘","19°44,729‘","478 3 Valjevo","Zapadna S."
"1923","Srednji Povlen","Povlen","1301","44°08,494‘","19°43,898‘","478 3 Valjevo","Zapadna S."
"1924","Veliki Povlen","Povlen","1271","44°08,713‘","19°42,931‘","478 3 Valjevo","Zapadna S."
"1925","Kukalj","Povlen","1170","44°07,129‘","19°45,534‘","478 4 Valjevo","Zapadna S."
"1926","Goveda glava","Povlen","1148","44°07,208‘","19°46,834‘","478 4 Valjevo","Zapadna S."
"1927","Ðukica vis","Povlen","1122","44°08,842‘","19°44,704‘","478 3 Valjevo","Zapadna S."
"1928","Ciker","Povlen","1113","44°06,682‘","19°48,015‘","478 4 Valjevo","Zapadna S."
"1929","","Povlen","1068","44°06,631‘","19°45,444‘","478 4 Valjevo","Zapadna S."
"1930","","Povlen","1028","44°09,449‘","19°45,583‘","478 4 Valjevo","Zapadna S."
"1931","Crni ostenjak","Povlen","1010","44°09,296‘","19°43,307‘","478 3 Valjevo","Zapadna S."
"1932","Taorska stena","Povlen (Donji Taor)","1021","44°05,888‘","19°48,972‘","478 4 Valjevo","Zapadna S."
"1933","Gredina","Povlen ?","895","44°10,590‘","19°43,671‘","478 3 Valjevo","Zapadna S."
"1934","Beden","Povlen Zarožje","1256","44°07,953‘","19°42,809‘","478 3 Valjevo","Zapadna S."
"1935","Reselj","Povlen Zarožje","1094","44°07,565‘","19°41,290‘","478 3 Valjevo","Zapadna S."
"1936","Oab","Povlen Zarožje","1070","44°07,124‘","19°42,007‘","478 3 Valjevo","Zapadna S."
"1937","Kamenito brdo","Pranjani (Bogdanica)","755","44°04,366‘","20°07,379‘","479 3 Lazarevac","Zapadna S."
"1938","Prvanovo brdo","Pranjani (Bogdanica)","751","44°03,601‘","20°08,145‘","479 3 Lazarevac","Zapadna S."
"1939","Cajino brdo","Pranjani (Bogdanica)","723","44°03,138‘","20°07,034‘","479 3 Lazarevac","Zapadna S."
"1940","Ranjenica","Radevina","976","44°15,239‘","19°33,117‘","478 1 Valjevo","Zapadna S."
"1941","Kopilovci","Radevina","792","44°15,659‘","19°37,652‘","478 1 Valjevo","Zapadna S."
"1942","Šarampov","Radevina","633","44°16,413‘","19°32,500‘","478 1 Valjevo","Zapadna S."
"1943","Mijakovac","Radevina","610","44°23,839‘","19°21,289‘","477 2 Zvornik","Zapadna S."
"1944","Badine","Radevina","602","44°17,181‘","19°38,396‘","478 1 Valjevo","Zapadna S."
"1945","(Pogarevac)","Radevina","591","44°17,254‘","19°34,886‘","478 1 Valjevo","Zapadna S."
"1946","Orlovica","Radevina","589","44°15,114‘","19°42,677‘","478 1 Valjevo","Zapadna S."
"1947","Golubinja","Radevina","585","44°17,032‘","19°35,921‘","478 1 Valjevo","Zapadna S."
"1948","(Puljezi)","Radevina","578","44°17,579‘","19°31,309‘","478 1 Valjevo","Zapadna S."
"1949","Mramorje","Radevina","548","44°20,456‘","19°25,369‘","477 2 Zvornik","Zapadna S."
"1950","Medetic","Radevina","538","44°17,089‘","19°40,473‘","478 1 Valjevo","Zapadna S."
"1951","Jasik","Radevina","530","44°18,120‘","19°34,687‘","478 1 Valjevo","Zapadna S."
"1952","Debeli cer","Radevina","504","44°18,254‘","19°39,289‘","478 1 Valjevo","Zapadna S."
